,index,QQQ,TIP,TLT,VBR,signal,Portfolio Value
0,2005-01-03,-0.0048629820845569474,0.001993550353492426,0.005499068435440714,-0.005810573529603301,1,5000.0
1,2005-01-04,0.0035141476813019845,0.0006634160660676434,0.0021070403866565207,0.00016674028970115558,1,5000.0
2,2005-01-05,0.018977113537117937,-0.00465430136116039,-0.00411301362237446,0.018636296006899023,1,5000.0
3,2005-01-06,0.009224045828140277,0.0019973349416003514,0.0,0.00975602455224439,1,5000.0
4,2005-01-07,0.004710425676315729,-0.0019973349416004087,-0.005616465434590468,0.001778527790834727,1,5000.0
5,2005-01-10,0.0023477288703782355,-0.002478273684380293,-0.001488677908363167,-0.004046161424898073,1,5000.0
6,2005-01-11,0.00984916557262613,-0.006414454506489661,-0.0025573373908859215,-0.007161813484287509,1,5000.0
7,2005-01-12,0.0030903308876687762,-0.0015379809636813563,0.002663895445141999,0.0016321429201105184,1,5000.0
8,2005-01-13,-0.004122758376785842,-0.0034702320549099774,-0.007477151285556669,-0.00474051552861481,1,5000.0
9,2005-01-14,0.01155289640869475,0.004238720156832412,0.0035318284939445227,0.012861697470261772,1,5000.0
10,2005-01-18,0.007120781295064794,0.002880610539651853,0.005433992363596657,0.0115793096016703,1,5000.0
11,2005-01-19,0.0002533178712971584,-0.004708292389645946,-0.01369494621725484,-0.013360428717684902,1,5000.0
12,2005-01-20,-0.0012679081301739188,0.003940821111996322,0.00772647153929882,0.010317763520609901,1,5000.0
13,2005-01-21,-0.0038130589815795176,-0.0030741911860640908,-0.0036407564305943997,-0.005306530335315054,1,5000.0
14,2005-01-24,0.003813058981579444,0.0009610519240620764,0.001607674399292425,0.004504179791641954,1,5000.0
15,2005-01-25,0.007581879663335772,-0.00038400390422415996,-0.001607674399292476,0.00032081215687451573,1,5000.0
16,2005-01-26,0.004771855862022932,0.002209214408086072,0.008865473898739505,0.010693931920722878,1,5000.0
17,2005-01-27,-0.008303220894137021,-0.00297892991924949,-0.009939048682420187,-0.006051129785477235,1,5000.0
18,2005-01-28,0.0017671852774847404,-0.0015218725430859801,-0.003725479678787933,0.0036671125557036738,1,5000.0
19,2005-01-31,0.010786491437259313,-0.001844741591123609,-0.003251874603126072,0.009817845998837475,1,5000.0
20,2005-02-01,-0.0004985425444128625,0.004557442343607626,0.00487282829735492,-0.0048969663844352805,1,5000.0
21,2005-02-02,-0.009783691923395746,0.00019356853156128617,-0.002054246545675872,-0.014836446140067414,1,5000.0
22,2005-02-03,-0.004800569844409256,-0.005626281938571011,-0.007825019461553829,-0.016202779044838175,1,5000.0
23,2005-02-04,-0.007373130727790071,-0.00019479453300823806,-0.001856029839362635,-0.01001384974320596,1,5000.0
24,2005-02-07,0.006612839216816315,-0.0007782861446309266,0.003709387843229678,0.004444992406047909,1,5000.0
25,2005-02-08,-0.008656029631162606,-0.0005845978977294885,-0.0010904356095479354,-0.002137736584399114,1,5000.0
26,2005-02-09,0.00814896003449279,0.005150719066064406,0.006953649244687134,0.009665244232592244,1,5000.0
27,2005-02-10,-0.005595708662588267,0.004062688983664679,0.010124926050094164,-0.005722414241871469,1,5000.0
28,2005-02-11,0.006102778259258106,0.0,-0.0025749251107895096,0.005722414241871588,1,5000.0
29,2005-02-14,-0.01635639279670102,0.0027945845491046846,0.006959260825677001,-0.012467769949018713,1,5000.0
30,2005-02-15,0.005909097929207427,-0.0022155454492473045,-0.0066376089434882594,0.0003302071830482852,1,5000.0
31,2005-02-16,-0.005136273377436104,0.0029859866853244946,0.007383768055362873,-0.005792110277199491,1,5000.0
32,2005-02-17,-0.0005150354929107514,0.0018255085585298814,-0.00010614183667016436,0.0024864696003736495,1,5000.0
33,2005-02-18,0.0005150354929107547,-0.001441039160558824,-0.0010665473945879122,0.0047898418246883874,1,5000.0
34,2005-02-22,-0.002836614722726922,0.0026895278084095083,0.004579301701219466,-0.0018144083309108129,1,5000.0
35,2005-02-23,-0.005955962676065004,0.001628098702569797,0.0009558590381204355,-0.0009906035638904977,1,5000.0
36,2005-02-24,0.0023350859771390903,0.001531298151255479,0.003179663830949179,0.0039574015545134076,1,5000.0
37,2005-02-25,-0.003374179611404372,-0.00047859519752514154,-0.0003177800812012728,-0.010755319872477152,1,5000.0
38,2005-02-28,0.007769476838708423,0.0016244654278336238,0.0012693984775204391,0.0046477406747972225,1,5000.0
39,2005-03-01,-0.003618068626329621,0.005143330764255453,0.0063233774589814325,0.0001653477132794509,1,5000.0
40,2005-03-02,0.009278103018920163,0.005494370837751375,0.008368909736305353,0.015606274967371103,1,5000.0
41,2005-03-03,-0.0015403467506968382,0.002624253413467883,-0.006038875453578219,0.006660408311693257,1,5000.0
